"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"66",1,0,1,0,1,1,3,2,3,0,2,0,0,1,2,0,3,0,3,1,0,0,1,0,2,0,1,3,2,0,1,1,0,3,1,0,0,0,0,0,0,0,2,1,1,0,1,2,1,1,0,2,1,1,0,0,1,2,3,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,1,2,3,1,0,0,0,1,0,1,2,0,0,0,0,2,1,0,1,0,2,1,0,1
"67",0,0,0,0,1,2,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,3,1,2,0,1,0,1,1,2,1,1,3,1,1,0,0,0,0,1,1,2,1,1,3,2,1,0,0,1,2,1,1,1,0,1,1,2,1,0,3,1,0,1,1,0,2,1,4,1,0,0,1,1,0,0,0,1,1,2,1,1,0,0,0,2,1
"68",1,0,0,0,1,0,0,0,1,2,0,2,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,2,1,1,0,2,0,0,1,1,1,1,1,0,0,0,0,2,0,0,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,1,1,1,0,1,1,1,0,0,0,2,2,1,0,3
"69",0,2,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,1,0,2,0,1,0,1,1,0,1,0,2,0,1,0,0,0,0,0,2,0,0,1,1,0,2,1,1,2,2,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,3,0,1,1,0,0,0,0,1,0,0,1,0,1,3,0,0,0,1,0,0,1,1
"70",3,0,0,0,0,1,1,1,1,0,0,2,0,1,1,1,1,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,2,2,1,0,0,0,1,2,0,3,0,4,0,0,1,0,1,1,2,0,0,0,0,2,0,3,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,2,1,0,1,0,0,2,2,3,1,0,0,0,1,0,0,2,2,0,0,1,1,0,0,1,0,4
"71",1,0,0,1,1,0,1,1,2,0,2,0,0,0,1,1,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,2,1,0,0,0,3,0,1,0,1,4,2,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,2,0,0,1,0,0,2,0,0,1,0,1,0,1
"72",0,2,1,0,1,3,0,0,0,0,0,1,2,2,0,0,1,0,0,2,1,2,2,0,1,0,1,0,1,2,1,1,0,1,1,1,0,1,3,0,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,2,0,1,1,1,1,0,0,0,3,0,3,0,2,0,1,0,0,1,1,1,1,1,1,0,0,2,0,5
"73",0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,1,0,1,0,1,0,2,2,0,1,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0,1,0,2,2,1,2,1,0,0,1,1,1,0,2,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,2,1,0,0,1,0,0,0,2
"74",1,0,0,0,2,1,1,1,1,0,0,1,0,0,1,1,0,0,0,2,3,0,1,1,0,0,0,1,1,0,1,0,2,2,1,0,2,0,2,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,2,2,1,1,0,0,2,0,3,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,4
"75",0,1,0,0,0,1,3,0,0,1,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,4,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,2,0,1,0,1,0,0,0,1,0,0,1
"76",0,0,0,0,3,2,1,3,0,0,0,2,2,0,3,0,0,0,1,1,2,2,0,1,1,3,0,0,0,1,0,0,0,0,1,2,1,0,1,0,2,1,1,2,0,2,0,0,2,2,1,4,1,0,2,0,1,0,1,0,2,1,2,0,3,2,2,0,1,1,4,0,1,0,1,0,2,1,0,2,0,0,0,0,0,1,2,1,0,0,4,2,1,1,0,1,3,1,0,2
"77",3,0,0,1,1,1,0,0,2,0,0,0,1,1,0,0,0,1,1,1,1,1,4,0,0,0,0,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,1,0,0,2,2,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0
"78",1,0,0,3,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,2,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3,0,1,2,1,2,2,0,0,1,0,1,0,1,0,0,0,2,1,0,1,0,1,0,1,0,0,0,1,2,3
"79",1,1,0,1,1,0,2,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,2,1,0,0,2,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,2,1,0,1,0,0,2,0,3,0,0,0,1,0,1,1,0,0,0,0,2
"80",0,0,0,0,1,0,2,0,1,2,1,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,3,0,2,0,3,0,1,0,2,0,2,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0,2,3,0,1,0,0,0,1,0,2,1
"81",0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,2,0,1,2,0,0,2,1,2,1,1,1,1,0,0,1,0,1,0,5,2,2,1,1,0,0,0,2,3,2,0,0,0,0,0,0,0,0,4,0,1,1,0,2,0,0,0,0,1,0,0,0,2,0,2,2,1,4,1,0,2,1,1,0,0,0,0,2,2,0,1,0,2,3,0,1,1,2,0,0,1
"82",0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,2,1,0,0,1,0,0,0,2,2,0,0,2,2,0,1,0,3,1,2,0,0,0,0,1,1,1,0,0,0,0,0,2,0,1,0,0,1,0,3,0,2,0,0,0,1,0,1,0,2,1,1,0,0,0,1,1,2,0,1,0,0,0,1,2,0,5,2,0,0,0,0,0,0,0,0,3
"83",1,1,0,1,1,0,0,1,0,2,1,1,1,0,1,1,1,0,2,0,0,1,0,0,0,0,2,2,1,2,0,0,0,2,3,0,1,1,1,1,1,2,2,0,0,1,1,0,3,1,1,1,2,2,0,0,2,0,3,0,0,2,0,0,0,1,1,1,0,1,1,2,0,2,1,0,0,0,0,1,0,3,0,1,1,2,3,0,0,0,0,3,0,0,1,0,3,0,1,1
"84",2,1,1,3,2,3,1,4,3,0,2,1,2,3,4,0,0,0,0,2,0,0,1,0,0,0,1,0,2,2,0,1,0,2,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,1,1,0,4,1,0,0,2,1,2,0,0,0,0,0,0,0,0,1,2,0,3,1,0,1,0,1,0,0,1
"85",1,2,0,3,0,0,3,1,0,0,0,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,1,0,1,2,0,1,2,2,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,2,0,2,0,3,0,1,0,0,0,0,0,1,2,0,1,0,0,1,1,0,2,0,0,1,0,0,0,1,1,3,0,0,2,0,1,1,1,0,1,1,2
"86",1,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,3,0,1,3,0,0,1,0,0,1,0,0,1,3,1,1,0,0,2,1,0,0,0,0,0,4,1,1,0,1,0,2,2,2,0,0,0,1,0,2,2,0,3,0,4,0,2,0,1,0,0,1,0,1,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,1,0,1,0
"87",0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,2,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,2,1,0,0,0,1,4,2,1,1,2,0,2,1,1
"88",3,1,0,1,1,0,0,0,1,1,0,0,0,2,0,2,1,1,1,1,0,4,0,1,0,0,0,2,1,0,0,1,1,0,1,0,2,0,1,0,1,0,2,0,0,1,1,0,0,1,1,2,0,1,1,1,0,0,2,1,1,2,2,0,2,0,0,0,2,0,0,1,0,2,0,0,0,0,2,3,0,2,1,0,0,0,1,1,0,1,0,1,0,3,0,0,0,0,2,1
"89",1,0,0,0,2,2,1,0,2,0,0,3,0,0,0,1,0,0,1,0,2,3,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,2,1,0,2,0,0,0,0,2,0,0,1,0,0,1,0,0,1,1,0,2,1,2,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2
"90",1,1,1,1,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,3,3,2,0,1,1,3,2,1,0,1,2,2,1,0,3,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,2,0,2,0,0,3,1,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,1,2,0,0,1,0,2,0,0,0,1,0,1,1
"91",3,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,5,1,1,1,0,0,3,0,0,1,0,1,1,3,0,1,1,2,3,0,0,1,0,2,1,3,1,2,0,0,0,2,1,0,1,0,0,0,1,2,3,0,1,0,3,0,2,1,0,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,2,0,0,1,1,1,0,2,0,1,0,1,2,3,2,0,0,2
"92",1,0,0,1,1,2,0,0,2,2,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,2,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,2,1,0,0,1,1,0,0,1,0,2,3,0,2,1,0,0,0,0,1,1,0,0,1,2,1,0,1,2,0,0,0,0,0,1,4,0,0,3,0,2,0,0,1,2,1,0,1,0
"93",1,2,0,2,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,3,1,2,2,1,0,0,0,0,1,0,3,0,0,0,0,0,1,1,1,2,0,1,2,0,2,0,2,0,1,0,0,1,1,2,0,1,1,2,0,1,1,2,1,0,0,0,0,3,3,1,1,1,0,0,0,0,0,1,2,0,1,0,1,0,1,2,2,0,0,1,2,1,0,3,1,0,0,0,3
"94",0,3,1,0,1,2,1,0,1,0,0,1,2,1,0,1,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,2,0,0,0,1,2,1,5,1,3,1,2,2,0,1,2,0,0,0,1,1,2,1,0,0,0,0,1,2,2,0,1,0,1,0,2,0,0,1,0,1,0,1,0,2,1,0,1,0,2,1,2,1,1,2,1,0,1,1
"95",1,0,0,1,1,1,3,2,1,0,3,3,2,1,2,1,0,0,0,1,1,3,1,0,0,1,0,1,2,0,2,2,2,3,0,0,3,0,0,0,2,0,0,2,0,0,1,0,0,0,0,1,0,0,0,2,0,1,2,1,1,1,1,0,2,0,2,1,0,0,1,0,1,0,1,2,1,0,1,1,1,0,3,2,0,0,1,1,0,1,1,3,2,3,0,0,0,3,1,1
"96",0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,2,0,2,0,1,0,2,1,1,0,2,1,0,1,2,2,0,1,1,0,1,0,1,0,0,0,0,4,1,1,1,0,0,0,0,0,0,3,1,1,0,0,2,0,2,1,1,0,0,6,0,2,0,3,1,2,2,1,1,0,3,1,0,0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,2
"97",2,1,1,0,1,2,1,0,2,0,1,1,2,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,1,2,1,2,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,2,0,1,0,2,1,0,0,1,1,0,1,0,1,0,0,1,1,1,2,0,1
"98",2,0,1,1,1,3,1,0,2,2,0,3,2,0,0,1,1,1,1,1,0,2,1,1,2,1,0,0,0,1,2,0,1,1,1,1,0,1,3,2,1,1,1,1,1,1,1,1,0,1,0,5,0,0,1,1,0,0,2,2,0,0,1,0,0,2,0,0,1,0,2,1,0,0,0,2,1,1,0,1,0,2,0,0,0,0,0,0,0,1,2,1,1,1,2,3,2,0,2,2
"99",0,0,1,1,1,1,3,1,1,2,1,0,1,1,1,0,1,1,0,3,2,1,0,1,1,0,1,1,1,2,1,0,0,3,1,1,0,0,3,0,1,0,1,0,1,0,2,2,1,2,5,0,2,1,1,0,2,1,0,0,5,1,0,1,1,1,0,0,0,2,1,2,0,0,1,1,0,0,0,2,1,0,1,0,0,2,0,0,0,0,1,2,2,2,0,0,1,1,0,2
"100",0,0,2,1,0,3,0,0,1,1,0,0,1,0,0,1,0,0,1,2,2,2,0,0,0,1,0,0,0,0,0,2,1,1,2,0,1,1,1,1,0,1,1,0,0,3,1,0,0,2,2,0,0,1,0,1,0,1,3,2,1,0,3,0,0,1,1,0,0,1,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,1,0,2,1,0,2,0,0,2
"101",0,0,0,2,1,1,0,1,0,1,0,0,2,2,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,2,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,2,0,1,2,1,0,0,2,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,0,0,1
"102",2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,0,0,0,0,0,2,2,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,2,1,0,0,0,1,2,0,0,1,1,0,1,0,2,1,0,1,1,1,0,2,0,1,1,2,2,0,2,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,2,4,1,1,1,1,1,1,1,2
"103",0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,3,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,1,0,0,0,2,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,1,0,1,0,3,1,0,0,1,2,0,2,0,0,0,0,2,2,0,1,0,2,1,1,2,0,0,2,1,2
"104",2,0,0,0,0,0,0,1,0,0,1,2,0,0,1,2,1,0,2,1,0,0,1,0,0,1,0,1,1,1,2,2,1,1,0,0,0,2,0,0,2,0,2,0,0,0,0,3,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,2,1,2,1,0,1,0,1,1,3,0,0,1,2,0,0,0,1,4,1,1,1,0,1,1,1,0
"105",0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,1,4,1,0,0,1,2,1,0,0,1,1,2,1,1,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,3,2,2,0,0,0,1,0,0,1,2,0,1,2,1,0,1,0,0,2,0,0,0,1,2,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,3,0,1,2
"106",1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,2,3,0,2,1,0,1,1,1,0,1,1,1,1,2,0,1,0,1,1,1,1,2,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,2,1,1,0,0,1,0,1,1,0,0,0,0,0,2,1,0,0,1,1,3,1,0,3,0,3,1,0,1,1,1,1,1
"107",1,1,0,1,2,0,1,0,0,0,0,1,2,0,0,1,0,0,1,0,1,0,0,2,0,1,0,1,0,1,1,2,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,2,0,0,0,0,0,0,1,1,2,3,1,0,0,0,2,0,1,0,1
"108",1,0,0,1,1,1,0,1,1,1,0,0,4,2,1,1,0,1,1,1,0,1,0,0,0,2,0,0,0,0,0,2,1,1,2,2,1,0,0,0,1,0,2,2,3,2,3,2,1,0,1,0,0,0,1,1,0,0,2,0,2,0,0,0,2,0,1,1,4,1,0,1,0,0,1,0,0,0,2,1,0,0,2,0,0,0,1,2,1,1,2,2,1,0,3,0,1,1,0,6
"109",0,1,0,3,1,2,2,0,1,0,0,2,2,2,0,0,2,0,0,0,1,0,2,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,1,2,1,1,1,0,0,0,2,1,2,2,0,0,1,0,1,2,1,2,0,0,0,0,0,2,0,2,1,0,0,0,0,1,0,1,0,1,3,0,1,2,1,0,0,0,0,3
"110",2,1,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,1,0,1,1,0,2,0,1,1,0,0,2,1,0,0,0,1,0,0,2,1,0,0,1,2,0,0,0,0,2,2,0,2,0,2,0,1,0,0,0,3,1,2,0,0,1,1,0,1,0,0,0,1,1,2,0,0,0,0,0,2,0,2,2,1,1,1,0,0,0,0,1,2,0,1,0,0,0,0,2,1,1,2
"111",1,0,0,1,0,0,1,1,1,2,0,1,0,2,1,0,0,0,0,2,0,0,0,1,2,0,0,1,1,0,1,0,1,3,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2,1,2,2,1,0,0,1,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
"112",2,0,0,1,0,1,2,0,1,0,0,0,0,1,0,1,2,1,0,3,0,0,1,2,0,0,0,0,0,2,0,0,1,0,1,0,0,3,0,2,0,0,0,1,0,0,1,1,0,0,0,1,3,2,3,1,3,1,1,2,0,0,3,1,1,0,0,0,2,1,2,0,0,1,1,0,0,0,1,0,1,1,0,2,1,3,1,1,0,0,1,2,0,1,1,1,1,0,0,0
"113",2,1,1,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,1,1,0,1,0,1,0,0,0,1,0,0,0,3,0,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,2,0,1,2,0,1,1,1,0,1,0,1,0,1,0,0,0,1,2,1,1,0,0,0,1,0,0
"114",0,0,0,0,2,0,1,2,0,1,0,0,2,0,2,1,0,1,1,1,1,0,2,1,2,0,2,0,0,0,1,0,0,1,1,1,1,2,0,2,0,0,0,2,2,2,0,1,2,0,0,3,1,0,2,0,1,0,0,2,1,0,3,0,1,1,1,0,0,3,2,1,2,1,1,1,0,0,0,1,1,1,2,1,0,1,0,2,0,0,0,2,4,0,1,1,0,2,1,1
"115",1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,2,1,0,0,0,1,0,0,1,1,0,3,1,1,1,0,2,0,0,3,1,3,0,0,0,4,0,1,0,1,1,1,2,0,0,0,0,1,0,0,1,1,0,0,4,0,0,0,1,0,0,1,2,1,0,1,0,1,0,1,1,2,1,1,0,1,0,0,1,1,0,1,2,2,0,0,0,2,0,2,0,1
"116",0,0,0,3,0,2,1,0,0,0,2,2,4,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,1,1,0,1,1,0,0,0,1,0,0,0,2,0,1,0,2,0,0,1,2,2,2,1,1,1,2,3,1,3,1,0,0,3,0,1,0,0,0,0,1,0,1,1,2,1,1,1,0,0,0,0,1,1,0,0,4,0,7,0,0,0,1,1,2,0,3
"117",0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,2,0,0,1,1,1,1,1,0,0,1,1,1,1,0,2,1,2,0,4,0,0,0,1,1,4,3,0,2,1,0,1,0,0,0,1,0,2,0,0,1,0,2,1,0,0,2,0,2,1,0,1,0,0,1
"118",1,0,1,0,2,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,2,0,0,0,2,0,0,0,1,1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,2,3,1,1,1,0,1,0,2,0,0,1,1,0,3,2,2,1,1,0,0,0,0,0,0,2,2,1,1,0,2,1,0,2,0
"119",0,0,0,1,2,2,1,1,1,1,1,0,0,0,1,2,4,0,1,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,2,0,1,0,0,2,0,0,2,0,1,2,0,0,0,0,0,2,0,0,0,1,1,1,0,2,0,2,0,0,1,0,0,1,0,0,1,2,1,2,0,0,0,2,1,0,1,0,1,1,1,0,0,0,1,1,0
"120",0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2,1,0,2,2,0,0,1,0,1,0,0,0,2,0,1,0,1,0,2,4,1,1,0,2,2,0,0,0,1,1,2,1,0,0,2,0,1,1,1,0,1,2,1,2,0,0,3,0,1,0,0,0,1,1,1,2,2,0,2,1,0,0,0,2,0,2,1,0,3,3,1,1,0,1,1,2,0,2
"121",0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,1,0,1,2,3,0,1,0,1,2,1,0,3,0,0,1,3,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,2,1,0,0,0,1,2,0,0,0,0,2,1,0,1,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
"122",0,1,1,0,1,1,3,0,2,2,0,0,1,0,0,0,1,1,1,0,2,1,0,1,2,0,1,0,0,1,1,2,0,1,0,0,0,0,1,1,2,0,0,2,1,0,0,2,1,0,1,0,0,0,1,0,0,0,2,1,0,0,1,0,0,1,1,0,0,0,2,2,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,3,0,3,0,0,1,1,2,0
"123",0,2,1,1,0,0,0,1,1,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,2,0,2,2,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,2,1,0,0,0,2,0,0,1,1,1,2,2,0,1,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"124",3,1,0,1,0,0,0,2,1,0,0,2,0,0,2,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,3,0,0,2,0,0,0,1,0,0,1,1,0,1,0,2,0,0,0,1,0,1,2,0,1,0,2,1,2,0,0,2,2,1,0,1,2,1,0,0,0,1,0,0,1,3,0,0,1,0,2,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,2
"125",1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,3,1,0,1,0,1,0,0,1,2,1,2,0,1,0,0,2,2,1,3,2,0,0,1,3,1,0,3,1,2,3,2,1,0,1,2,1,1,1,4,2,1,1,1,2,1,0,4,1,0,2,1,3,1,2,0,0,0,1,0,0,0,0,3,1,1,1,1,0,0,1,1,1,0,0,0,1,1,2,1,2,0,1,1,2
"126",0,1,0,2,1,1,0,1,0,1,0,0,3,0,1,1,1,1,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,2,1,1,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,1,2,0,0,0,1,1,1,0,0,0,0,2,1,0,0,1,0,0,0,2
"127",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,2,2,2,1,1,0,2,0,2,2,1,2,1,1,2,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,2,0,0,0,1,1,2,0,0,1,0,0,2,1,0,0,1,1,1,0,0,1,0,1,1,0,2,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,2
"128",0,0,1,0,0,1,0,1,2,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,2,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,2,2,1,0,1,3,1,0,1,0,0,0,0,2,0,3,0,1,1,0,0,0,1,1,1,0,2,1,0,0,0,1,0,1,0,0,0,3,1,0,1,0,0,0,1,0,0,0,1,1,0
"129",0,0,0,1,3,0,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,0,1,2,2,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,2,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,1,0,1,1,1,0,0,0,0,0,0,1,2,0,2,0,2,1,0,0,0,0,0,2,0,2,1,3,1,0,0,0,0,0,0,2
"130",1,1,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,0,3,0,0,0,1,1,2,1,0,0,0,0,2,0,0,3,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,1,1,0,0,1,2,2,2,0,0,0,3,0,0,0,0,0,0,0,1,0,3,2,0,2,1,0,0,0,1,1
"131",2,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,2,0,0,0,1,0,2,0,0,1,3,0,2,1,4,2,1,1,0,1,0,0,2,0,2,0,0,2,1,0,2,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"132",0,1,0,1,1,3,2,0,2,0,1,0,0,1,0,0,1,0,1,2,3,2,3,1,1,0,1,1,0,1,1,2,0,1,2,0,1,0,0,4,0,0,1,1,0,2,1,0,2,0,1,1,1,4,0,0,1,0,2,1,0,0,3,1,1,3,0,0,1,1,1,1,0,1,1,1,0,0,4,2,0,0,1,0,0,1,2,0,1,0,2,2,3,0,1,1,0,1,1,0
